Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
ATIC	AICARFT, IMPCHASE, PURH	ENSG00000138363	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	P31939	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATOX1	HAH1	ENSG00000177556	Antioxidant 1 copper chaperone	O00244	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
ATP10D	ATPVD, KIAA1487	ENSG00000145246	ATPase phospholipid transporting 10D (putative)	Q9P241	Enzymes, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
ATP13A3	AFURS1	ENSG00000133657	ATPase 13A3	Q9H7F0	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP1B3	CD298, FLJ29027	ENSG00000069849	ATPase Na+/K+ transporting subunit beta 3	P54709	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP23	KUB3, XRCC6BP1	ENSG00000166896	ATP23 metallopeptidase and ATP synthase assembly factor homolog	Q9Y6H3	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP2B1	PMCA1	ENSG00000070961	ATPase plasma membrane Ca2+ transporting 1	P20020	Enzymes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP2B4	ATP2B2, MXRA1, PMCA4	ENSG00000058668	ATPase plasma membrane Ca2+ transporting 4	P23634	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP2C2	KIAA0703, SPCA2	ENSG00000064270	ATPase secretory pathway Ca2+ transporting 2	O75185	Enzymes, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at transcript level	Evidence at protein level
ATP6AP1	16A, Ac45, ATP6IP1, ATP6S1, CF2, ORF, VATPS1, XAP-3, XAP3	ENSG00000071553	ATPase H+ transporting accessory protein 1	Q15904	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
ATP6V0A2	a2, ATP6a2, ATP6N1D, J6B7, Stv1, TJ6, TJ6M, TJ6s, Vph1	ENSG00000185344	ATPase H+ transporting V0 subunit a2	Q9Y487	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP8A2	ATPIB, ML-1	ENSG00000132932	ATPase phospholipid transporting 8A2	Q9NTI2	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATP8B1	ATPIC, BRIC, FIC1, PFIC, PFIC1	ENSG00000081923	ATPase phospholipid transporting 8B1	O43520	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATXN10	E46L, FLJ37990, SCA10	ENSG00000130638	Ataxin 10	Q9UBB4	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATXN3	ATX3, JOS, MJD, SCA3	ENSG00000066427	Ataxin 3	P54252	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ATXN7L3	DKFZp761G2113	ENSG00000087152	Ataxin 7 like 3	Q14CW9	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
AVEN	PDCD12	ENSG00000169857	Apoptosis and caspase activation inhibitor	Q9NQS1	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
AVPI1	PP5395, VIP32, VIT32	ENSG00000119986	Arginine vasopressin induced 1	Q5T686	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
AXIN2	DKFZp781B0869, MGC126582	ENSG00000168646	Axin 2	Q9Y2T1	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
AXL	ARK, JTK11, Tyro7, UFO	ENSG00000167601	AXL receptor tyrosine kinase	P30530	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
B2M		ENSG00000166710	Beta-2-microglobulin	P61769	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
B3GALT2	beta3Gal-T2	ENSG00000162630	Beta-1,3-galactosyltransferase 2	O43825	Enzymes, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
BACE1	BACE	ENSG00000186318	Beta-secretase 1	P56817	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
BAG3		ENSG00000151929	BCL2 associated athanogene 3	O95817	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BAIAP2	BAP2, IRSp53	ENSG00000175866	BAI1 associated protein 2	Q9UQB8	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BAIAP2L1	IRTKS	ENSG00000006453	BAI1 associated protein 2 like 1	Q9UHR4	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BANK1	BANK, FLJ20706	ENSG00000153064	B cell scaffold protein with ankyrin repeats 1	Q8NDB2	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BASP1	CAP-23, CAP23, NAP-22, NAP22	ENSG00000176788	Brain abundant membrane attached signal protein 1	P80723	Plasma proteins, Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
BBOF1	C14orf45, CCDC176	ENSG00000119636	Basal body orientation factor 1	Q8ND07	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
BCAR1	CAS, CASS1, Crkas, P130Cas	ENSG00000050820	BCAR1, Cas family scaffolding protein	P56945	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
BCAR3	AND-34, NSP2, SH2D3B	ENSG00000137936	BCAR3, NSP family adaptor protein	O75815	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
BCL2L12		ENSG00000126453	BCL2 like 12	Q9HB09	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BCORL1	CXorf10, FLJ11362	ENSG00000085185	BCL6 corepressor like 1	Q5H9F3	Cancer-related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
BDKRB2	BK-2	ENSG00000168398	Bradykinin receptor B2	P30411	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BEND6	bA203B9.1, C6orf65, FLJ30162	ENSG00000151917	BEN domain containing 6	Q5SZJ8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BFSP1	CP115, CP94, filensin, LIFL-H	ENSG00000125864	Beaded filament structural protein 1	Q12934	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BFSP2	CP47, CP49, LIFL-L, phakinin	ENSG00000170819	Beaded filament structural protein 2	Q13515	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BICD2	KIAA0699	ENSG00000185963	BICD cargo adaptor 2	Q8TD16	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BIN2	BRAP-1	ENSG00000110934	Bridging integrator 2		Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	
BLNK	BASH, bca, BLNK-s, Ly57, SLP-65, SLP65	ENSG00000095585	B cell linker	Q8WV28	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BLVRB	FLR, SDR43U1	ENSG00000090013	Biliverdin reductase B	P30043	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BMPR2	BMPR-II, BMPR3, BRK-3, PPH1, T-ALK	ENSG00000204217	Bone morphogenetic protein receptor type 2	Q13873	Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BMX	ETK, PSCTK3	ENSG00000102010	BMX non-receptor tyrosine kinase	P51813	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BOC	CDON2	ENSG00000144857	BOC cell adhesion associated, oncogene regulated	Q9BWV1	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BRPF1	BR140	ENSG00000156983	Bromodomain and PHD finger containing 1	P55201	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BSDC1	FLJ10276, RP4-811H24.7	ENSG00000160058	BSD domain containing 1	Q9NW68	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BST2	CD317, tetherin	ENSG00000130303	Bone marrow stromal cell antigen 2	Q10589	CD markers, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BTK	AGMX1, ATK, IMD1, PSCTK1, XLA	ENSG00000010671	Bruton tyrosine kinase	Q06187	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BTN2A1	BT2.1, BTF1, BTN2.1	ENSG00000112763	Butyrophilin subfamily 2 member A1	Q7KYR7	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BTRC	beta-TrCP1, betaTrCP, bTrCP, bTrCP1, FBXW1A, Fwd1	ENSG00000166167	Beta-transducin repeat containing E3 ubiquitin protein ligase	Q9Y297	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BVES	HBVES, POP1, POPDC1	ENSG00000112276	Blood vessel epicardial substance	Q8NE79	Disease related genes, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
BZW2	HSPC028, MST017, MSTP017	ENSG00000136261	Basic leucine zipper and W2 domains 2	Q9Y6E2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
C10orf90	bA422P15.2, FATS, FLJ32938	ENSG00000154493	Chromosome 10 open reading frame 90	Q96M02	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
C12orf76	FLJ40142	ENSG00000174456	Chromosome 12 open reading frame 76	Q8N812	Predicted intracellular proteins, Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
C14orf37	UT2	ENSG00000139971	Chromosome 14 open reading frame 37	Q86TY3	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
C16orf74	MGC17624	ENSG00000154102	Chromosome 16 open reading frame 74	Q96GX8	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
C17orf58		ENSG00000186665	Chromosome 17 open reading frame 58	Q2M2W7	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	No human protein/transcript evidence
C17orf62	FLJ90469, MGC4368	ENSG00000178927	Chromosome 17 open reading frame 62	Q9BQA9	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
C18orf21	HsT3108, PNAS-124, PNAS-131	ENSG00000141428	Chromosome 18 open reading frame 21	Q32NC0	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
C19orf33	H2RSP, IMUP, IMUP-1, IMUP-2	ENSG00000167644	Chromosome 19 open reading frame 33	Q9GZP8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
C19orf38	HIDE1	ENSG00000214212	Chromosome 19 open reading frame 38	A8MVS5	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
C19orf48	BC006151, MGC13170	ENSG00000167747	Chromosome 19 open reading frame 48	Q6RUI8	Predicted intracellular proteins	Evidence at transcript level	Evidence at transcript level	No human protein/transcript evidence
C19orf71	LOC100128569	ENSG00000183397	Chromosome 19 open reading frame 71	A6NCJ1	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	No human protein/transcript evidence
C1orf116	FLJ36507, MGC2742, MGC4309, SARG	ENSG00000182795	Chromosome 1 open reading frame 116	Q9BW04	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
C1orf35	MGC4174, MMTAG2	ENSG00000143793	Chromosome 1 open reading frame 35	Q9BU76	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
C1orf74	FLJ25078, URLC4	ENSG00000162757	Chromosome 1 open reading frame 74	Q96LT6	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
C1QBP	gC1Q-R, gC1qR, HABP1, p32, SF2p32	ENSG00000108561	Complement C1q binding protein	Q07021	Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
